Gene ID	Symbol	Name	Type	# SSM Affected Cases in Cohort	# SSM Affected Cases Across the GDC	# CNV Gain	# CNV Loss	# Mutations	Annotations	Survival
ENSG00000196730	DAPK1	death associated protein kinase 1	protein_coding	12 / 969 (1.24%)	369 / 16,405	130 / 1,067 (12.18%)	198 / 1,067 (18.56%)	0		add to survival plot
ENSG00000135829	DHX9	DExH-box helicase 9	protein_coding	12 / 969 (1.24%)	309 / 16,405	753 / 1,067 (70.57%)	12 / 1,067 (1.12%)	0		add to survival plot
ENSG00000111335	OAS2	2'-5'-oligoadenylate synthetase 2	protein_coding	12 / 969 (1.24%)	211 / 16,405	154 / 1,067 (14.43%)	152 / 1,067 (14.25%)	0		add to survival plot
ENSG00000146426	TIAM2	TIAM Rac1 associated GEF 2	protein_coding	12 / 969 (1.24%)	399 / 16,405	134 / 1,067 (12.56%)	287 / 1,067 (26.90%)	0		add to survival plot
ENSG00000155849	ELMO1	engulfment and cell motility 1	protein_coding	12 / 969 (1.24%)	336 / 16,405	294 / 1,067 (27.55%)	70 / 1,067 (6.56%)	0		add to survival plot
ENSG00000169031	COL4A3	collagen type IV alpha 3 chain	protein_coding	12 / 969 (1.24%)	394 / 16,405	96 / 1,067 (9.00%)	201 / 1,067 (18.84%)	0		add to survival plot
ENSG00000105639	JAK3	Janus kinase 3	protein_coding	12 / 969 (1.24%)	280 / 16,405	232 / 1,067 (21.74%)	107 / 1,067 (10.03%)	0	Cancer Gene Census	add to survival plot
ENSG00000154783	FGD5	FYVE, RhoGEF and PH domain containing 5	protein_coding	12 / 969 (1.24%)	353 / 16,405	185 / 1,067 (17.34%)	132 / 1,067 (12.37%)	0		add to survival plot
ENSG00000137812	KNL1	kinetochore scaffold 1	protein_coding	12 / 969 (1.24%)	332 / 16,405	51 / 1,067 (4.78%)	289 / 1,067 (27.09%)	0	Cancer Gene Census	add to survival plot
ENSG00000197818	SLC9A8	solute carrier family 9 member A8	protein_coding	12 / 969 (1.24%)	159 / 16,405	450 / 1,067 (42.17%)	30 / 1,067 (2.81%)	0		add to survival plot
ENSG00000187720	THSD4	thrombospondin type 1 domain containing 4	protein_coding	12 / 969 (1.24%)	353 / 16,405	123 / 1,067 (11.53%)	219 / 1,067 (20.52%)	0		add to survival plot
ENSG00000162618	ADGRL4	adhesion G protein-coupled receptor L4	protein_coding	12 / 969 (1.24%)	373 / 16,405	146 / 1,067 (13.68%)	245 / 1,067 (22.96%)	0		add to survival plot
ENSG00000154265	ABCA5	ATP binding cassette subfamily A member 5	protein_coding	12 / 969 (1.24%)	314 / 16,405	377 / 1,067 (35.33%)	105 / 1,067 (9.84%)	0		add to survival plot
ENSG00000158417	EIF5B	eukaryotic translation initiation factor 5B	protein_coding	12 / 969 (1.24%)	219 / 16,405	162 / 1,067 (15.18%)	114 / 1,067 (10.68%)	0		add to survival plot
ENSG00000198722	UNC13B	unc-13 homolog B	protein_coding	12 / 969 (1.24%)	334 / 16,405	175 / 1,067 (16.40%)	195 / 1,067 (18.28%)	0		add to survival plot
ENSG00000141564	RPTOR	regulatory associated protein of MTOR complex 1	protein_coding	12 / 969 (1.24%)	296 / 16,405	394 / 1,067 (36.93%)	117 / 1,067 (10.97%)	0		add to survival plot
ENSG00000083067	TRPM3	transient receptor potential cation channel subfamily M member 3	protein_coding	12 / 969 (1.24%)	542 / 16,405	141 / 1,067 (13.21%)	188 / 1,067 (17.62%)	0		add to survival plot
ENSG00000147548	NSD3	nuclear receptor binding SET domain protein 3	protein_coding	12 / 969 (1.24%)	296 / 16,405	373 / 1,067 (34.96%)	231 / 1,067 (21.65%)	0	Cancer Gene Census	add to survival plot
ENSG00000034053	APBA2	amyloid beta precursor protein binding family A member 2	protein_coding	12 / 969 (1.24%)	335 / 16,405	85 / 1,067 (7.97%)	259 / 1,067 (24.27%)	0		add to survival plot
ENSG00000162711	NLRP3	NLR family pyrin domain containing 3	protein_coding	12 / 969 (1.24%)	560 / 16,405	742 / 1,067 (69.54%)	27 / 1,067 (2.53%)	0		add to survival plot
ENSG00000081237	PTPRC	protein tyrosine phosphatase receptor type C	protein_coding	12 / 969 (1.24%)	485 / 16,405	760 / 1,067 (71.23%)	16 / 1,067 (1.50%)	0	Cancer Gene Census	add to survival plot
ENSG00000130723	PRRC2B	proline rich coiled-coil 2B	protein_coding	12 / 969 (1.24%)	411 / 16,405	155 / 1,067 (14.53%)	169 / 1,067 (15.84%)	0		add to survival plot
ENSG00000102053	ZC3H12B	zinc finger CCCH-type containing 12B	protein_coding	12 / 969 (1.24%)	228 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000164506	STXBP5	syntaxin binding protein 5	protein_coding	12 / 969 (1.24%)	244 / 16,405	153 / 1,067 (14.34%)	271 / 1,067 (25.40%)	0		add to survival plot
ENSG00000066739	ATG2B	autophagy related 2B	protein_coding	12 / 969 (1.24%)	394 / 16,405	132 / 1,067 (12.37%)	237 / 1,067 (22.21%)	0		add to survival plot
ENSG00000196090	PTPRT	protein tyrosine phosphatase receptor type T	protein_coding	12 / 969 (1.24%)	812 / 16,405	397 / 1,067 (37.21%)	51 / 1,067 (4.78%)	0	Cancer Gene Census	add to survival plot
ENSG00000184313	MROH7	maestro heat like repeat family member 7	protein_coding	12 / 969 (1.24%)	338 / 16,405	160 / 1,067 (15.00%)	220 / 1,067 (20.62%)	0		add to survival plot
ENSG00000125257	ABCC4	ATP binding cassette subfamily C member 4	protein_coding	12 / 969 (1.24%)	314 / 16,405	157 / 1,067 (14.71%)	302 / 1,067 (28.30%)	0		add to survival plot
ENSG00000174576	NPAS4	neuronal PAS domain protein 4	protein_coding	12 / 969 (1.24%)	330 / 16,405	268 / 1,067 (25.12%)	101 / 1,067 (9.47%)	0		add to survival plot
ENSG00000185483	ROR1	receptor tyrosine kinase like orphan receptor 1	protein_coding	12 / 969 (1.24%)	254 / 16,405	160 / 1,067 (15.00%)	237 / 1,067 (22.21%)	0		add to survival plot
ENSG00000171940	ZNF217	zinc finger protein 217	protein_coding	12 / 969 (1.24%)	251 / 16,405	486 / 1,067 (45.55%)	21 / 1,067 (1.97%)	0		add to survival plot
ENSG00000168026	TTC21A	tetratricopeptide repeat domain 21A	protein_coding	12 / 969 (1.24%)	277 / 16,405	125 / 1,067 (11.72%)	214 / 1,067 (20.06%)	0		add to survival plot
ENSG00000243244	STON1	stonin 1	protein_coding	12 / 969 (1.24%)	246 / 16,405	184 / 1,067 (17.24%)	104 / 1,067 (9.75%)	0		add to survival plot
ENSG00000185008	ROBO2	roundabout guidance receptor 2	protein_coding	12 / 969 (1.24%)	668 / 16,405	127 / 1,067 (11.90%)	226 / 1,067 (21.18%)	0	Cancer Gene Census	add to survival plot
ENSG00000115183	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	protein_coding	12 / 969 (1.24%)	347 / 16,405	121 / 1,067 (11.34%)	162 / 1,067 (15.18%)	0		add to survival plot
ENSG00000157445	CACNA2D3	calcium voltage-gated channel auxiliary subunit alpha2delta 3	protein_coding	12 / 969 (1.24%)	382 / 16,405	83 / 1,067 (7.78%)	275 / 1,067 (25.77%)	0		add to survival plot
ENSG00000181291	TMEM132E	transmembrane protein 132E	protein_coding	12 / 969 (1.24%)	374 / 16,405	183 / 1,067 (17.15%)	271 / 1,067 (25.40%)	0		add to survival plot
ENSG00000263956	NBPF11	NBPF member 11	protein_coding	12 / 969 (1.24%)	230 / 16,405	711 / 1,067 (66.64%)	23 / 1,067 (2.16%)	0		add to survival plot
ENSG00000120318	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	protein_coding	12 / 969 (1.24%)	337 / 16,405	177 / 1,067 (16.59%)	172 / 1,067 (16.12%)	0		add to survival plot
ENSG00000162105	SHANK2	SH3 and multiple ankyrin repeat domains 2	protein_coding	12 / 969 (1.24%)	508 / 16,405	319 / 1,067 (29.90%)	104 / 1,067 (9.75%)	12		add to survival plot
ENSG00000156787	TBC1D31	TBC1 domain family member 31	protein_coding	12 / 969 (1.24%)	208 / 16,405	602 / 1,067 (56.42%)	31 / 1,067 (2.91%)	0		add to survival plot
ENSG00000107863	ARHGAP21	Rho GTPase activating protein 21	protein_coding	12 / 969 (1.24%)	375 / 16,405	242 / 1,067 (22.68%)	116 / 1,067 (10.87%)	0		add to survival plot
ENSG00000083168	KAT6A	lysine acetyltransferase 6A	protein_coding	12 / 969 (1.24%)	415 / 16,405	385 / 1,067 (36.08%)	182 / 1,067 (17.06%)	0	Cancer Gene Census	add to survival plot
ENSG00000089597	GANAB	glucosidase II alpha subunit	protein_coding	12 / 969 (1.24%)	213 / 16,405	185 / 1,067 (17.34%)	153 / 1,067 (14.34%)	0		add to survival plot
ENSG00000119522	DENND1A	DENN domain containing 1A	protein_coding	12 / 969 (1.24%)	208 / 16,405	158 / 1,067 (14.81%)	168 / 1,067 (15.75%)	0		add to survival plot
ENSG00000115355	CCDC88A	coiled-coil domain containing 88A	protein_coding	12 / 969 (1.24%)	347 / 16,405	184 / 1,067 (17.24%)	106 / 1,067 (9.93%)	19		add to survival plot
ENSG00000187372	PCDHB13	protocadherin beta 13	protein_coding	11 / 969 (1.14%)	404 / 16,405	177 / 1,067 (16.59%)	174 / 1,067 (16.31%)	0		add to survival plot
ENSG00000065618	COL17A1	collagen type XVII alpha 1 chain	protein_coding	11 / 969 (1.14%)	324 / 16,405	102 / 1,067 (9.56%)	238 / 1,067 (22.31%)	0		add to survival plot
ENSG00000064393	HIPK2	homeodomain interacting protein kinase 2	protein_coding	11 / 969 (1.14%)	259 / 16,405	265 / 1,067 (24.84%)	119 / 1,067 (11.15%)	0		add to survival plot
ENSG00000149115	TNKS1BP1	tankyrase 1 binding protein 1	protein_coding	11 / 969 (1.14%)	315 / 16,405	180 / 1,067 (16.87%)	162 / 1,067 (15.18%)	0		add to survival plot
ENSG00000152582	SPEF2	sperm flagellar 2	protein_coding	11 / 969 (1.14%)	606 / 16,405	322 / 1,067 (30.18%)	70 / 1,067 (6.56%)	0		add to survival plot
ENSG00000132182	NUP210	nucleoporin 210	protein_coding	11 / 969 (1.14%)	388 / 16,405	179 / 1,067 (16.78%)	138 / 1,067 (12.93%)	0		add to survival plot
ENSG00000111676	ATN1	atrophin 1	protein_coding	11 / 969 (1.14%)	247 / 16,405	221 / 1,067 (20.71%)	116 / 1,067 (10.87%)	0		add to survival plot
ENSG00000139973	SYT16	synaptotagmin 16	protein_coding	11 / 969 (1.14%)	286 / 16,405	134 / 1,067 (12.56%)	233 / 1,067 (21.84%)	0		add to survival plot
ENSG00000124788	ATXN1	ataxin 1	protein_coding	11 / 969 (1.14%)	242 / 16,405	254 / 1,067 (23.81%)	120 / 1,067 (11.25%)	0		add to survival plot
ENSG00000173698	ADGRG2	adhesion G protein-coupled receptor G2	protein_coding	11 / 969 (1.14%)	264 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000146122	DAAM2	dishevelled associated activator of morphogenesis 2	protein_coding	11 / 969 (1.14%)	323 / 16,405	227 / 1,067 (21.27%)	130 / 1,067 (12.18%)	0		add to survival plot
ENSG00000082684	SEMA5B	semaphorin 5B	protein_coding	11 / 969 (1.14%)	407 / 16,405	192 / 1,067 (17.99%)	99 / 1,067 (9.28%)	0		add to survival plot
ENSG00000134242	PTPN22	protein tyrosine phosphatase non-receptor type 22	protein_coding	11 / 969 (1.14%)	211 / 16,405	154 / 1,067 (14.43%)	226 / 1,067 (21.18%)	0		add to survival plot
ENSG00000121210	TMEM131L	transmembrane 131 like	protein_coding	11 / 969 (1.14%)	269 / 16,405	103 / 1,067 (9.65%)	250 / 1,067 (23.43%)	0		add to survival plot
ENSG00000141458	NPC1	NPC intracellular cholesterol transporter 1	protein_coding	11 / 969 (1.14%)	237 / 16,405	168 / 1,067 (15.75%)	216 / 1,067 (20.24%)	0		add to survival plot
ENSG00000143164	DCAF6	DDB1 and CUL4 associated factor 6	protein_coding	11 / 969 (1.14%)	197 / 16,405	744 / 1,067 (69.73%)	18 / 1,067 (1.69%)	0		add to survival plot
ENSG00000166685	COG1	component of oligomeric golgi complex 1	protein_coding	11 / 969 (1.14%)	159 / 16,405	395 / 1,067 (37.02%)	114 / 1,067 (10.68%)	0		add to survival plot
ENSG00000139746	RBM26	RNA binding motif protein 26	protein_coding	11 / 969 (1.14%)	215 / 16,405	124 / 1,067 (11.62%)	322 / 1,067 (30.18%)	0		add to survival plot
ENSG00000185650	ZFP36L1	ZFP36 ring finger protein like 1	protein_coding	11 / 969 (1.14%)	205 / 16,405	110 / 1,067 (10.31%)	268 / 1,067 (25.12%)	0		add to survival plot
ENSG00000137968	SLC44A5	solute carrier family 44 member 5	protein_coding	11 / 969 (1.14%)	313 / 16,405	149 / 1,067 (13.96%)	243 / 1,067 (22.77%)	0		add to survival plot
ENSG00000160323	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	protein_coding	11 / 969 (1.14%)	332 / 16,405	172 / 1,067 (16.12%)	171 / 1,067 (16.03%)	0		add to survival plot
ENSG00000197444	OGDHL	oxoglutarate dehydrogenase L	protein_coding	11 / 969 (1.14%)	378 / 16,405	154 / 1,067 (14.43%)	179 / 1,067 (16.78%)	0		add to survival plot
ENSG00000119681	LTBP2	latent transforming growth factor beta binding protein 2	protein_coding	11 / 969 (1.14%)	406 / 16,405	110 / 1,067 (10.31%)	271 / 1,067 (25.40%)	0		add to survival plot
ENSG00000156535	CD109	CD109 molecule	protein_coding	11 / 969 (1.14%)	287 / 16,405	167 / 1,067 (15.65%)	259 / 1,067 (24.27%)	0		add to survival plot
ENSG00000115504	EHBP1	EH domain binding protein 1	protein_coding	11 / 969 (1.14%)	230 / 16,405	188 / 1,067 (17.62%)	110 / 1,067 (10.31%)	0		add to survival plot
ENSG00000153208	MERTK	MER proto-oncogene, tyrosine kinase	protein_coding	11 / 969 (1.14%)	267 / 16,405	121 / 1,067 (11.34%)	140 / 1,067 (13.12%)	0		add to survival plot
ENSG00000075340	ADD2	adducin 2	protein_coding	11 / 969 (1.14%)	326 / 16,405	179 / 1,067 (16.78%)	116 / 1,067 (10.87%)	0		add to survival plot
ENSG00000120549	KIAA1217	KIAA1217	protein_coding	11 / 969 (1.14%)	540 / 16,405	242 / 1,067 (22.68%)	113 / 1,067 (10.59%)	0		add to survival plot
ENSG00000172995	ARPP21	cAMP regulated phosphoprotein 21	protein_coding	11 / 969 (1.14%)	390 / 16,405	135 / 1,067 (12.65%)	194 / 1,067 (18.18%)	0		add to survival plot
ENSG00000076382	SPAG5	sperm associated antigen 5	protein_coding	11 / 969 (1.14%)	189 / 16,405	263 / 1,067 (24.65%)	173 / 1,067 (16.21%)	0		add to survival plot
ENSG00000129534	MIS18BP1	MIS18 binding protein 1	protein_coding	11 / 969 (1.14%)	257 / 16,405	172 / 1,067 (16.12%)	177 / 1,067 (16.59%)	0		add to survival plot
ENSG00000139364	TMEM132B	transmembrane protein 132B	protein_coding	11 / 969 (1.14%)	529 / 16,405	167 / 1,067 (15.65%)	157 / 1,067 (14.71%)	0		add to survival plot
ENSG00000172403	SYNPO2	synaptopodin 2	protein_coding	11 / 969 (1.14%)	366 / 16,405	112 / 1,067 (10.50%)	224 / 1,067 (20.99%)	0		add to survival plot
ENSG00000148053	NTRK2	neurotrophic receptor tyrosine kinase 2	protein_coding	11 / 969 (1.14%)	311 / 16,405	133 / 1,067 (12.46%)	190 / 1,067 (17.81%)	0		add to survival plot
ENSG00000149488	TMC2	transmembrane channel like 2	protein_coding	11 / 969 (1.14%)	319 / 16,405	314 / 1,067 (29.43%)	106 / 1,067 (9.93%)	0		add to survival plot
ENSG00000182568	SATB1	SATB homeobox 1	protein_coding	11 / 969 (1.14%)	253 / 16,405	172 / 1,067 (16.12%)	140 / 1,067 (13.12%)	0		add to survival plot
ENSG00000128159	TUBGCP6	tubulin gamma complex associated protein 6	protein_coding	11 / 969 (1.14%)	305 / 16,405	129 / 1,067 (12.09%)	396 / 1,067 (37.11%)	0		add to survival plot
ENSG00000111276	CDKN1B	cyclin dependent kinase inhibitor 1B	protein_coding	11 / 969 (1.14%)	125 / 16,405	197 / 1,067 (18.46%)	146 / 1,067 (13.68%)	0	Cancer Gene Census	add to survival plot
ENSG00000107862	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1	protein_coding	11 / 969 (1.14%)	298 / 16,405	108 / 1,067 (10.12%)	226 / 1,067 (21.18%)	11		add to survival plot
ENSG00000138448	ITGAV	integrin subunit alpha V	protein_coding	11 / 969 (1.14%)	260 / 16,405	135 / 1,067 (12.65%)	153 / 1,067 (14.34%)	0	Cancer Gene Census	add to survival plot
ENSG00000121281	ADCY7	adenylate cyclase 7	protein_coding	11 / 969 (1.14%)	238 / 16,405	145 / 1,067 (13.59%)	506 / 1,067 (47.42%)	0		add to survival plot
ENSG00000174373	RALGAPA1	Ral GTPase activating protein catalytic subunit alpha 1	protein_coding	11 / 969 (1.14%)	343 / 16,405	198 / 1,067 (18.56%)	154 / 1,067 (14.43%)	0		add to survival plot
ENSG00000125351	UPF3B	UPF3B regulator of nonsense mediated mRNA decay	protein_coding	11 / 969 (1.14%)	166 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000023516	AKAP11	A-kinase anchoring protein 11	protein_coding	11 / 969 (1.14%)	290 / 16,405	78 / 1,067 (7.31%)	391 / 1,067 (36.64%)	0		add to survival plot
ENSG00000149294	NCAM1	neural cell adhesion molecule 1	protein_coding	11 / 969 (1.14%)	384 / 16,405	85 / 1,067 (7.97%)	462 / 1,067 (43.30%)	0		add to survival plot
ENSG00000074590	NUAK1	NUAK family kinase 1	protein_coding	11 / 969 (1.14%)	233 / 16,405	162 / 1,067 (15.18%)	144 / 1,067 (13.50%)	0		add to survival plot
ENSG00000081026	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3	protein_coding	11 / 969 (1.14%)	279 / 16,405	149 / 1,067 (13.96%)	233 / 1,067 (21.84%)	0		add to survival plot
ENSG00000074657	ZNF532	zinc finger protein 532	protein_coding	11 / 969 (1.14%)	288 / 16,405	151 / 1,067 (14.15%)	273 / 1,067 (25.59%)	10		add to survival plot
ENSG00000004846	ABCB5	ATP binding cassette subfamily B member 5	protein_coding	11 / 969 (1.14%)	492 / 16,405	303 / 1,067 (28.40%)	79 / 1,067 (7.40%)	0		add to survival plot
ENSG00000086544	ITPKC	inositol-trisphosphate 3-kinase C	protein_coding	11 / 969 (1.14%)	129 / 16,405	238 / 1,067 (22.31%)	94 / 1,067 (8.81%)	0		add to survival plot
ENSG00000115993	TRAK2	trafficking kinesin protein 2	protein_coding	11 / 969 (1.14%)	175 / 16,405	127 / 1,067 (11.90%)	169 / 1,067 (15.84%)	0		add to survival plot
ENSG00000105559	PLEKHA4	pleckstrin homology domain containing A4	protein_coding	11 / 969 (1.14%)	216 / 16,405	231 / 1,067 (21.65%)	103 / 1,067 (9.65%)	0		add to survival plot
ENSG00000197479	PCDHB11	protocadherin beta 11	protein_coding	11 / 969 (1.14%)	373 / 16,405	177 / 1,067 (16.59%)	173 / 1,067 (16.21%)	0		add to survival plot
ENSG00000010932	FMO1	flavin containing dimethylaniline monoxygenase 1	protein_coding	11 / 969 (1.14%)	214 / 16,405	737 / 1,067 (69.07%)	21 / 1,067 (1.97%)	0		add to survival plot
ENSG00000102038	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	protein_coding	11 / 969 (1.14%)	289 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000111879	FAM184A	family with sequence similarity 184 member A	protein_coding	11 / 969 (1.14%)	289 / 16,405	175 / 1,067 (16.40%)	279 / 1,067 (26.15%)	0		add to survival plot
ENSG00000168542	COL3A1	collagen type III alpha 1 chain	protein_coding	11 / 969 (1.14%)	583 / 16,405	136 / 1,067 (12.75%)	157 / 1,067 (14.71%)	0	Cancer Gene Census	add to survival plot
ENSG00000163491	NEK10	NIMA related kinase 10	protein_coding	11 / 969 (1.14%)	305 / 16,405	149 / 1,067 (13.96%)	164 / 1,067 (15.37%)	0		add to survival plot
ENSG00000137857	DUOX1	dual oxidase 1	protein_coding	11 / 969 (1.14%)	317 / 16,405	59 / 1,067 (5.53%)	274 / 1,067 (25.68%)	0		add to survival plot
ENSG00000163872	YEATS2	YEATS domain containing 2	protein_coding	11 / 969 (1.14%)	295 / 16,405	294 / 1,067 (27.55%)	57 / 1,067 (5.34%)	0		add to survival plot
ENSG00000216937	CCDC7	coiled-coil domain containing 7	protein_coding	11 / 969 (1.14%)	235 / 16,405	239 / 1,067 (22.40%)	108 / 1,067 (10.12%)	0		add to survival plot
ENSG00000140525	FANCI	FA complementation group I	protein_coding	11 / 969 (1.14%)	225 / 16,405	161 / 1,067 (15.09%)	197 / 1,067 (18.46%)	0		add to survival plot
ENSG00000127980	PEX1	peroxisomal biogenesis factor 1	protein_coding	11 / 969 (1.14%)	245 / 16,405	257 / 1,067 (24.09%)	101 / 1,067 (9.47%)	0		add to survival plot
ENSG00000124313	IQSEC2	IQ motif and Sec7 domain ArfGEF 2	protein_coding	11 / 969 (1.14%)	287 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000149930	TAOK2	TAO kinase 2	protein_coding	11 / 969 (1.14%)	318 / 16,405	506 / 1,067 (47.42%)	35 / 1,067 (3.28%)	0		add to survival plot
ENSG00000171105	INSR	insulin receptor	protein_coding	11 / 969 (1.14%)	341 / 16,405	187 / 1,067 (17.53%)	164 / 1,067 (15.37%)	0		add to survival plot
ENSG00000120278	PLEKHG1	pleckstrin homology and RhoGEF domain containing G1	protein_coding	11 / 969 (1.14%)	293 / 16,405	153 / 1,067 (14.34%)	269 / 1,067 (25.21%)	0		add to survival plot
ENSG00000143515	ATP8B2	ATPase phospholipid transporting 8B2	protein_coding	11 / 969 (1.14%)	306 / 16,405	742 / 1,067 (69.54%)	11 / 1,067 (1.03%)	0		add to survival plot
ENSG00000163930	BAP1	BRCA1 associated protein 1	protein_coding	11 / 969 (1.14%)	332 / 16,405	83 / 1,067 (7.78%)	278 / 1,067 (26.05%)	0	Cancer Gene Census	add to survival plot
ENSG00000165029	ABCA1	ATP binding cassette subfamily A member 1	protein_coding	11 / 969 (1.14%)	431 / 16,405	128 / 1,067 (12.00%)	213 / 1,067 (19.96%)	0		add to survival plot
ENSG00000187535	IFT140	intraflagellar transport 140	protein_coding	11 / 969 (1.14%)	288 / 16,405	521 / 1,067 (48.83%)	53 / 1,067 (4.97%)	0		add to survival plot
ENSG00000103197	TSC2	TSC complex subunit 2	protein_coding	11 / 969 (1.14%)	387 / 16,405	526 / 1,067 (49.30%)	53 / 1,067 (4.97%)	11	Cancer Gene Census	add to survival plot
ENSG00000101542	CDH20	cadherin 20	protein_coding	11 / 969 (1.14%)	331 / 16,405	152 / 1,067 (14.25%)	268 / 1,067 (25.12%)	0		add to survival plot
ENSG00000182670	TTC3	tetratricopeptide repeat domain 3	protein_coding	11 / 969 (1.14%)	401 / 16,405	224 / 1,067 (20.99%)	121 / 1,067 (11.34%)	0		add to survival plot
ENSG00000158023	CFAP251	cilia and flagella associated protein 251	protein_coding	11 / 969 (1.14%)	248 / 16,405	164 / 1,067 (15.37%)	158 / 1,067 (14.81%)	0		add to survival plot
ENSG00000197893	NRAP	nebulin related anchoring protein	protein_coding	11 / 969 (1.14%)	400 / 16,405	105 / 1,067 (9.84%)	233 / 1,067 (21.84%)	0		add to survival plot
ENSG00000158290	CUL4B	cullin 4B	protein_coding	11 / 969 (1.14%)	223 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000147231	RADX	RPA1 related single stranded DNA binding protein, X-linked	protein_coding	11 / 969 (1.14%)	213 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000181939	OR4C15	olfactory receptor family 4 subfamily C member 15	protein_coding	11 / 969 (1.14%)	325 / 16,405	204 / 1,067 (19.12%)	149 / 1,067 (13.96%)	0		add to survival plot
